행정동,period,avg_land_price,land_price_growth_rate,transaction_count,transaction_growth_rate,transaction_log_growth,transaction_new_activity_flag,z_land_price_growth,z_transaction_growth,z_transaction_log_growth,real_estate_pressure_index,real_estate_pressure_index_100,real_estate_pressure_level,kmeans_land_feature,kmeans_transaction_feature,real_estate_cluster,real_estate_cluster_name
서현1동,2025,6128232.923076923,3.441838322887267,76.0,76.74418604651163,0.5596157879354231,0.0,0.6429219612436496,0.22510951466836426,0.5847322812183543,0.43401573795600695,34.51603282210293,상,0.6429219612436496,0.22510951466836426,2,상승-거래정체형
서현2동,2023,7418502.6455026455,,55.0,,,0.0,,,,,,,,,,
서현2동,2024,7695148.148148148,3.729128583828368,31.0,-43.63636363636363,-0.5596157879354231,0.0,0.915037153453702,-0.7602951205121641,-0.9835347640671314,0.07737101647076894,27.115595193160683,중상,0.915037153453702,-0.7602951205121641,0,상승-거래정체형
서현2동,2025,7946352.631578947,3.264452855157206,59.0,90.32258064516128,0.6286086594223739,0.0,0.47490623913557745,0.336258807565496,0.681405078023979,0.4055825233505367,33.926038862843335,상,0.47490623913557745,0.336258807565496,2,상승-거래정체형
성남동,2023,6067421.173469388,,110.0,,,0.0,,,,,,,,,,
성남동,2024,6123405.867346939,0.9227098676180805,68.0,-38.18181818181819,-0.47542369671507423,0.0,-1.7431426465918494,-0.7156455954196851,-0.8655648238143209,-1.2293941210057673,0.0,하,-1.7431426465918494,-0.7156455954196851,1,하락-거래위축형
성남동,2025,6311002.040816327,3.0635920194306325,87.0,27.941176470588236,0.24323030988094718,0.0,0.2846551504207609,-0.17437953878389598,0.14141301687963512,0.05513780581843246,26.65425235304084,중상,0.2846551504207609,-0.17437953878389598,0,상승-거래정체형
수내1동,2023,8075704.04040404,,33.0,,,0.0,,,,,,,,,,
수내1동,2024,8317791.919191918,2.9977309418061084,27.0,-18.181818181818183,-0.19415601444095776,0.0,0.22227294596227845,-0.5519306700805948,-0.4714526074295086,-0.1648288620591582,22.089907199423465,중하,0.22227294596227845,-0.5519306700805948,0,상승-거래정체형
수내1동,2025,8576315.151515152,3.1080752540435004,31.666666666666668,17.283950617283956,0.1541506798272585,0.0,0.32678871908805035,-0.2616168855286726,0.01659465825646556,0.03258591677968886,26.186296883095782,중하,0.32678871908805035,-0.2616168855286726,0,상승-거래정체형
수내2동,2023,8075704.04040404,,33.0,,,0.0,,,,,,,,,,
수내2동,2024,8317791.919191918,2.9977309418061084,27.0,-18.181818181818183,-0.19415601444095776,0.0,0.22227294596227845,-0.5519306700805948,-0.4714526074295086,-0.1648288620591582,22.089907199423465,중하,0.22227294596227845,-0.5519306700805948,0,상승-거래정체형
수내2동,2025,8576315.151515152,3.1080752540435004,31.666666666666668,17.283950617283956,0.1541506798272585,0.0,0.32678871908805035,-0.2616168855286726,0.01659465825646556,0.03258591677968886,26.186296883095782,중하,0.32678871908805035,-0.2616168855286726,0,상승-거래정체형
수내3동,2023,8075704.04040404,,33.0,,,0.0,,,,,,,,,,
수내3동,2024,8317791.919191918,2.9977309418061084,27.0,-18.181818181818183,-0.19415601444095776,0.0,0.22227294596227845,-0.5519306700805948,-0.4714526074295086,-0.1648288620591582,22.089907199423465,중하,0.22227294596227845,-0.5519306700805948,0,상승-거래정체형
수내3동,2025,8576315.151515152,3.1080752540435004,31.666666666666668,17.283950617283956,0.1541506798272585,0.0,0.32678871908805035,-0.2616168855286726,0.01659465825646556,0.03258591677968886,26.186296883095782,중상,0.32678871908805035,-0.2616168855286726,0,상승-거래정체형
수진1동,2023,5178712.647058823,,6.5,,,0.0,,,,,,,,,,
수진1동,2024,5256466.470588235,1.5014122008405164,9.0,38.46153846153847,0.28768207245178123,0.0,-1.1950081706044668,-0.08826252488946498,0.20369881710864718,-0.641635347746966,12.196092863091506,하,-1.1950081706044668,-0.08826252488946498,1,하락-거래위축형
수진1동,2025,5466317.647058823,3.9922479796033814,17.5,94.44444444444444,0.615185639090233,0.0,1.1642582190093818,0.36999933877337304,0.6625967447988247,0.7671287788913774,41.42818414334864,상,1.1642582190093818,0.36999933877337304,2,상승-거래정체형
수진2동,2023,5178712.647058823,,6.5,,,0.0,,,,,,,,,,
수진2동,2024,5256466.470588235,1.5014122008405164,9.0,38.46153846153847,0.28768207245178123,0.0,-1.1950081706044668,-0.08826252488946498,0.20369881710864718,-0.641635347746966,12.196092863091506,하,-1.1950081706044668,-0.08826252488946498,1,하락-거래위축형
수진2동,2025,5466317.647058823,3.9922479796033814,17.5,94.44444444444444,0.615185639090233,0.0,1.1642582190093818,0.36999933877337304,0.6625967447988247,0.7671287788913774,41.42818414334864,상,1.1642582190093818,0.36999933877337304,2,상승-거래정체형
시흥동,2023,2780498.245614035,,95.0,,,0.0,,,,,,,,,,
시흥동,2024,2892978.1659388645,4.0453152776577195,563.0,492.63157894736844,1.7707060600302231,0.0,1.214522429020611,3.6294581885799975,2.28171171205178,2.421990308800304,75.76683770767418,상,1.214522429020611,3.6294581885799975,3,상승-거래활성형
시흥동,2025,3014821.3973799124,4.211688593975473,332.0,-41.03019538188277,-0.5269117615176153,0.0,1.3721076767770983,-0.7389616884519921,-0.9377098892289751,0.31657299416255313,32.0790762430294,중상,1.3721076767770983,-0.7389616884519921,0,상승-거래정체형
신촌동,2023,2748317.6470588236,,56.0,,,0.0,,,,,,,,,,
신촌동,2024,2813795.588235294,2.3824735560150088,21.0,-62.5,-0.9520088144762342,0.0,-0.36048569418363025,-0.9147080614569879,-1.5333557891262015,-0.637596877820309,12.279891789608971,하,-0.36048569418363025,-0.9147080614569879,0,상승-거래정체형
신촌동,2025,2890667.6470588236,2.7319702662459884,39.0,85.71428571428571,0.5978370007556202,0.0,-0.02944988332897133,0.2985364745380559,0.6382878364662657,0.13454329560454228,28.30192954874003,중상,-0.02944988332897133,0.2985364745380559,2,상승-거래정체형
신흥1동,2023,5512955.158730159,,10.0,,,0.0,,,,,,,,,,
신흥1동,2024,5573509.145129224,1.0983943212956147,14.666666666666666,46.666666666666664,0.3536400402435782,0.0,-1.5767380886225792,-0.021097427314453656,0.2961191075042186,-0.7989177579685165,8.932456541412563,하,-1.5767380886225792,-0.021097427314453656,1,하락-거래위축형
신흥1동,2025,5809308.548707753,4.230717083950564,18.666666666666668,27.272727272727288,0.22738984219566083,0.0,1.3901310556068476,-0.17985129430993496,0.11921735693909491,0.6051398806484563,38.06688740794348,상,1.3901310556068476,-0.17985129430993496,0,상승-거래정체형
신흥2동,2023,5512955.158730159,,10.0,,,0.0,,,,,,,,,,
신흥2동,2024,5573509.145129224,1.0983943212956147,14.666666666666666,46.666666666666664,0.3536400402435782,0.0,-1.5767380886225792,-0.021097427314453656,0.2961191075042186,-0.7989177579685165,8.932456541412563,하,-1.5767380886225792,-0.021097427314453656,1,하락-거래위축형
신흥2동,2025,5809308.548707753,4.230717083950564,18.666666666666668,27.272727272727288,0.22738984219566083,0.0,1.3901310556068476,-0.17985129430993496,0.11921735693909491,0.6051398806484563,38.06688740794348,상,1.3901310556068476,-0.17985129430993496,0,상승-거래정체형
신흥3동,2023,5512955.158730159,,10.0,,,0.0,,,,,,,,,,
신흥3동,2024,5573509.145129224,1.0983943212956147,14.666666666666666,46.666666666666664,0.3536400402435782,0.0,-1.5767380886225792,-0.021097427314453656,0.2961191075042186,-0.7989177579685165,8.932456541412563,하,-1.5767380886225792,-0.021097427314453656,1,하락-거래위축형
신흥3동,2025,5809308.548707753,4.230717083950564,18.666666666666668,27.272727272727288,0.22738984219566083,0.0,1.3901310556068476,-0.17985129430993496,0.11921735693909491,0.6051398806484563,38.06688740794348,상,1.3901310556068476,-0.17985129430993496,0,상승-거래정체형
야탑1동,2023,5402679.3721973095,,34.0,,,0.0,,,,,,,,,,
야탑1동,2024,5567909.417040358,3.0582981787395704,91.5,169.11764705882354,0.9718605830289664,0.0,0.2796409377131708,0.9812552283155647,1.162369600137487,0.6304480830143677,38.59203684049251,상,0.2796409377131708,0.9812552283155647,2,상승-거래정체형
야탑1동,2025,5726636.160714285,2.8507422047519393,22.5,-75.40983606557377,-1.3702082233682664,0.0,0.08304835719555992,-1.0203847038377531,-2.119336711629165,-0.4686681733210966,15.78519066569561,하,0.08304835719555992,-1.0203847038377531,0,상승-거래정체형
야탑2동,2023,5402679.3721973095,,34.0,,,0.0,,,,,,,,,,
야탑2동,2024,5567909.417040358,3.0582981787395704,91.5,169.11764705882354,0.9718605830289664,0.0,0.2796409377131708,0.9812552283155647,1.162369600137487,0.6304480830143677,38.59203684049251,상,0.2796409377131708,0.9812552283155647,2,상승-거래정체형
야탑2동,2025,5726636.160714285,2.8507422047519393,22.5,-75.40983606557377,-1.3702082233682664,0.0,0.08304835719555992,-1.0203847038377531,-2.119336711629165,-0.4686681733210966,15.78519066569561,하,0.08304835719555992,-1.0203847038377531,0,상승-거래정체형
야탑3동,2023,5402679.3721973095,,34.0,,,0.0,,,,,,,,,,
야탑3동,2024,5567909.417040358,3.0582981787395704,91.5,169.11764705882354,0.9718605830289664,0.0,0.2796409377131708,0.9812552283155647,1.162369600137487,0.6304480830143677,38.59203684049251,상,0.2796409377131708,0.9812552283155647,2,상승-거래정체형
야탑3동,2025,5726636.160714285,2.8507422047519393,22.5,-75.40983606557377,-1.3702082233682664,0.0,0.08304835719555992,-1.0203847038377531,-2.119336711629165,-0.4686681733210966,15.78519066569561,하,0.08304835719555992,-1.0203847038377531,0,상승-거래정체형
양지동,2023,3857588.5714285714,,4.0,,,0.0,,,,,,,,,,
양지동,2024,3917020.0,1.5406367856751386,1.0,-75.0,-0.916290731874155,0.0,-1.157855482564614,-1.0170298897939194,-1.4833076194057917,-1.0874426861792665,2.945516017726515,하,-1.157855482564614,-1.0170298897939194,1,하락-거래위축형
양지동,2025,4054961.4285714286,3.52159112211397,2.0,100.0,0.4054651081081645,0.0,0.7184621073654607,0.41547570692312036,0.36873638153749994,0.5669689071442905,37.274833322642024,상,0.7184621073654607,0.41547570692312036,2,상승-거래정체형
운중동,2023,3508879.5081967213,,228.0,,,0.0,,,,,,,,,,
